scalerank,featurecla,geometry
1,Country,"POLYGON ((-114.16717 73.12145, -114.66634 72.65277, -112.44102 72.9554, -111.05039 72.4504, -109.92035 72.96113000000011, -109.00654 72.63334999999999, -108.18835 71.65089, -107.68599 72.06547999999999, -108.39639 73.08953, -107.51645 73.23598, -106.52259 73.07601, -105.40246 72.67259, -104.77484 71.69840000000001, -104.46476 70.99297, -102.78537 70.49776, -100.98078 70.0243200000001, -101.08929 69.58447, -102.73116 69.50402, -102.09329 69.11962, -102.4302399999999 68.75282, -104.24 68.91, -105.96 69.18000000000001, -107.12254 69.11922, -109 68.78000000000011, -111.9668 68.60446, -113.3132 68.53554, -113.85496 69.00744, -115.22 69.28, -116.10794 69.16821, -117.34 69.95999999999999, -116.67473 70.06655000000001, -115.13112 70.2373, -113.72141 70.19237, -112.4161 70.36638000000011, -114.35 70.59999999999999, -116.48684 70.52045, -117.9048 70.54056, -118.43238 70.9092, -116.11311 71.30918, -117.65568 71.29519999999999, -119.40199 71.55859, -118.56267 72.30785, -117.86642 72.70594, -115.18909 73.31459, -114.16717 73.12145))"
1,Country,"POLYGON ((-104.5 73.42, -105.38 72.76000000000001, -106.94 73.45999999999999, -106.6 73.59999999999999, -105.26 73.64, -104.5 73.42))"
1,Country,"POLYGON ((-76.34 73.10268498995302, -76.25140380859375 72.82638549804688, -77.31443786621091 72.85554504394528, -78.39167022705081 72.87665557861328, -79.48625183105466 72.74220275878909, -79.77583312988284 72.80290222167966, -80.87609863281244 73.3331832885743, -80.83388519287107 73.69318389892578, -80.35305786132812 73.75971984863278, -78.06443786621094 73.65193176269534, -76.34 73.10268498995302))"
1,Country,"POLYGON ((-86.56217851433405 73.15744700793854, -85.77437130404456 72.53412588163383, -84.85011247428815 73.34027822538704, -82.31559017610107 73.75095083281067, -80.60008765330755 72.71654368762412, -80.74894161652449 72.06190664335068, -78.77063859731078 72.35217316353425, -77.82462398955951 72.74961660429105, -75.60584469267573 72.24367849393749, -74.22861609566499 71.7671442735579, -74.09914079455771 71.33084015571765, -72.24222571479757 71.55692454699451, -71.20001542833512 70.92001251899723, -68.7860542466849 70.52502370877434, -67.91497046575685 70.12194753689769, -66.96903337265417 69.18608734809189, -68.80512285020055 68.72019847276442, -66.44986609563395 68.06716339789202, -64.86231441919514 67.84753856065171, -63.4249344549967 66.92847321234066, -61.85198137068051 66.86212067327793, -62.16317684594222 66.16025136988961, -63.9184443833841 64.99866852483294, -65.14886023625374 65.42603261988668, -66.72121904159854 66.38804108343228, -68.01501603867396 66.26272573512449, -68.14128740097925 65.68978913030446, -67.08964616562332 65.108455105237, -65.73208045109968 64.64840566675861, -65.32016760930119 64.38273712834615, -64.6694062974496 63.39292674422757, -65.01380388045891 62.674185085696, -66.27504472519038 62.94509878198608, -68.78318620469264 63.74567007105182, -67.36968075221316 62.88396556258479, -66.32829728866713 62.28007477482205, -66.16556820338016 61.93089712182589, -68.87736650254456 62.3301492377129, -71.02343705919392 62.91070811629584, -72.23537858751908 63.39783600529518, -71.88627844917121 63.67998932560894, -73.37830624051841 64.19396312118391, -74.83441891142269 64.67907562932379, -74.81850257027665 64.38909332951795, -77.70997982452013 64.22954234481679, -78.55594885935409 64.57290639918014, -77.89728105336204 65.30919220647471, -76.01827429879711 65.32696889918324, -73.95979529488264 65.45476471624099, -74.29388342964955 65.81177134872931, -73.94491248238265 66.31057811142674, -72.65116716173941 67.28457550726387, -72.92605994331601 67.72692576768236, -73.31161780464575 68.06943716091283, -74.84330725777673 68.55462718370129, -76.86910091826667 68.89473562283035, -76.22864905465727 69.14776927354751, -77.28736996123703 69.76954010688328, -78.16863399932652 69.82648753526888, -78.95724219431673 70.16688019477542, -79.49245500356366 69.87180776638891, -81.30547095409179 69.74318512641435, -84.94470618359858 69.9666340196444, -87.06000342481781 70.26000112576537, -88.68171322300142 70.41074127876081, -89.51341956252304 70.7620376654809, -88.46772111688077 71.21818553332133, -89.88815121128761 71.22255219184996, -90.20516028518193 72.23507436796072, -89.43657670770506 73.12946421985245, -88.40824154331281 73.53788890247131, -85.82615108920103 73.80381582304523, -86.56217851433405 73.15744700793854))"
1,Country,"POLYGON ((-100.35642 73.84389, -99.16387 73.63339000000001, -97.38 73.76000000000001, -97.12 73.47, -98.05359 72.99052, -96.54000000000001 72.56, -96.72 71.66, -98.35966000000001 71.27285000000001, -99.32286000000001 71.35639, -100.01482 71.73827, -102.5 72.51000000000001, -102.48 72.83, -100.43836 72.70587999999999, -101.54 73.36, -100.35642 73.84389))"
1,Country,"POLYGON ((143.60385 73.21244, 142.08763 73.20544, 140.038155 73.31692, 139.86312 73.36982999999999, 140.81171 73.76506000000012, 142.06207 73.85758, 143.48283 73.47525, 143.60385 73.21244))"
1,Country,"POLYGON ((-93.19629553910013 72.77199249947327, -94.26904659704718 72.02459625923598, -95.40985551632266 72.06188080513468, -96.03374508338246 72.9402768012319, -96.01826799191102 73.4374299180958, -95.49579342322394 73.86241689726418, -94.50365759965243 74.13490672473921, -92.42001217321177 74.10002513294228, -90.50979285354251 73.85673248971204, -92.00396521682981 72.96624420845859, -93.19629553910013 72.77199249947327))"
1,Country,"POLYGON ((-120.46 71.40000000000001, -123.09219 70.90164000000013, -123.62 71.34, -125.92896 71.86868, -125.59271 72.19452, -124.80729 73.02256, -123.94 73.68000000000001, -124.91775 74.29275, -121.53788 74.44893, -120.10978 74.24135, -117.55564 74.18577000000001, -116.58442 73.89606999999999, -115.51081 73.47519, -116.76794 73.22292, -119.22 72.52, -120.46 71.82000000000014, -120.46 71.40000000000001))"
1,Country,"POLYGON ((150.73167 75.08405999999999, 149.575925 74.68892, 147.977465 74.778355, 146.11919 75.17298, 146.358485 75.49682, 148.22223 75.345845, 150.73167 75.08405999999999))"
1,Country,"POLYGON ((-93.61275590694041 74.97999726022442, -94.15690873897384 74.59234650338686, -95.60868058956569 74.66686391875186, -96.82093217648449 74.92762319609659, -96.28858740922982 75.37782827422336, -94.85081987178924 75.64721751576099, -93.97774654821794 75.29648956979605, -93.61275590694041 74.97999726022442))"
1,Country,"POLYGON ((145.086285 75.56262, 144.3 74.81999999999999, 140.61381 74.84768, 138.95544 74.61148, 136.97439 75.26167, 137.51176 75.94917, 138.831075 76.13676, 141.471615 76.09289, 145.086285 75.56262))"
1,Country,"POLYGON ((-98.5 76.72, -97.735585 76.25656000000012, -97.704415 75.74344000000001, -98.16 75, -99.80874 74.89744, -100.88366 75.0573600000001, -100.86292 75.64075, -102.50209 75.5638, -102.56552 76.3366, -101.48973 76.30537, -99.98349 76.64634, -98.57699 76.58859, -98.5 76.72))"
1,Country,"POLYGON ((-108.21141 76.20168, -107.8194299999999 75.84551999999999, -106.92893 76.01282, -105.881 75.96939999999999, -105.70498 75.47951, -106.31347 75.00527, -109.7 74.84999999999999, -112.22307 74.41696, -113.74381 74.39427000000001, -113.87135 74.72029000000001, -111.79421 75.16249999999999, -116.31221 75.04343000000011, -117.7104 75.2222, -116.34602 76.19902999999999, -115.40487 76.47887, -112.59056 76.14134, -110.81422 75.54919, -109.0671 75.47320999999999, -110.49726 76.42982000000001, -109.5811 76.79416999999999, -108.54859 76.67832, -108.21141 76.20168))"
1,Country,"POLYGON ((57.5356925799924 70.72046397570224, 56.94497928246395 70.63274323188668, 53.6773751157842 70.76265778266855, 53.41201663596544 71.20666168892029, 51.60189456564567 71.47475901965041, 51.45575361512422 72.01488108996514, 52.47827518088363 72.22944163684105, 52.44416873557097 72.77473135038477, 54.42761355979761 73.62754751249767, 53.50828982932521 73.74981395130015, 55.90245893740772 74.62748647734543, 55.63193281435971 75.08141225859717, 57.86864383324885 75.60939036732321, 61.1700443866475 76.25188345000822, 64.49836836127022 76.43905548776928, 66.21097700385522 76.80978221303121, 68.15705976753478 76.939696763813, 68.85221113472514 76.54481130645453, 68.18057254422766 76.23364166940902, 64.63732628770308 75.73775462513623, 61.58350752141482 75.26088450794688, 58.47708214705338 74.30905630156283, 56.98678551618801 73.33304352486616, 55.4193359719109 72.37126760526607, 55.62283776227642 71.54059479439042, 57.5356925799924 70.72046397570224))"
1,Country,"POLYGON ((-94.68408586299947 77.09787832305838, -93.57392106807305 76.77629588490609, -91.60502315953664 76.77851797149469, -90.74184587274922 76.44959747995674, -90.9696614245079 76.07401317005946, -89.82223792189919 75.84777374948573, -89.1870828925999 75.61016551380763, -87.83827633334971 75.56618886992723, -86.37919226758859 75.48242137318218, -84.78962521029052 75.69920400664651, -82.75344458690998 75.78431509063117, -81.12853084992429 75.713983466282, -80.05751095245915 75.3368488634159, -79.83393286814842 74.92312734648721, -80.45777075877592 74.65730377877779, -81.94884253612562 74.44245901152442, -83.22889360221143 74.56402781849087, -86.09745235873322 74.41003205026115, -88.15035030796034 74.39230703398508, -89.7647220527584 74.51555532500123, -92.42244096552943 74.83775788034109, -92.76828548864273 75.38681997344216, -92.88990597204176 75.88265534128274, -93.89382402217592 76.31924367950063, -95.96245744503582 76.44138092722244, -97.12137895382958 76.7510777859477, -96.74512285031227 77.16138865834515, -94.68408586299947 77.09787832305838))"
1,Country,"POLYGON ((-116.1985865955074 77.64528677032621, -116.3358133614585 76.87696157501065, -117.1060505847688 76.53003184681921, -118.0404121570382 76.48117178008718, -119.8993175868857 76.05321340606199, -121.4999950771265 75.9000186225328, -122.8549244861591 76.11654287383578, -122.8549252936032 76.11654287383578, -121.1575353603283 76.86450755482835, -119.1039389718212 77.51221995717464, -117.570130784966 77.4983189968882, -116.1985865955074 77.64528677032621))"
